lat,lng
-0.254837900000,-79.131195000000
-0.255098100000,-79.131339800000
-0.255444100000,-79.131532900000
-0.255862500000,-79.131769000000
-0.256366800000,-79.132112300000
-0.256790600000,-79.132364400000
-0.256930000000,-79.132182000000
-0.257117800000,-79.131892300000
-0.257396700000,-79.131366600000
-0.257037300000,-79.131146700000
-0.256506300000,-79.130851600000
-0.255932300000,-79.130503000000
-0.255342200000,-79.130159600000
-0.254837900000,-79.131195000000
